,name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter
4650,Emily,1993,8,31,6,32.9,-73.8,hurricane,2,85,970,NA,NA
4651,Emily,1993,8,31,12,33.6,-74.7,hurricane,2,95,965,NA,NA
4652,Emily,1993,8,31,18,34.5,-75.2,hurricane,3,100,962,NA,NA
4653,Emily,1993,8,31,21,35.2,-75.1,hurricane,3,100,961,NA,NA
4654,Emily,1993,9,1,0,35.6,-74.9,hurricane,3,100,960,NA,NA
4655,Emily,1993,9,1,6,36.6,-74.4,hurricane,3,100,962,NA,NA
4656,Emily,1993,9,1,12,37.5,-72.7,hurricane,2,95,965,NA,NA
4657,Emily,1993,9,1,18,38.2,-70.7,hurricane,2,90,969,NA,NA
4658,Emily,1993,9,2,0,39,-68.5,hurricane,2,90,971,NA,NA
4659,Emily,1993,9,2,6,39.2,-66,hurricane,2,90,972,NA,NA
4660,Emily,1993,9,2,12,39.2,-63.6,hurricane,2,90,973,NA,NA
4661,Emily,1993,9,2,18,39,-61.4,hurricane,2,85,974,NA,NA
4662,Emily,1993,9,3,0,38.6,-59.6,hurricane,1,80,975,NA,NA
4663,Emily,1993,9,3,6,38.1,-58.3,hurricane,1,75,979,NA,NA
4664,Emily,1993,9,3,12,37.5,-57.7,hurricane,1,70,985,NA,NA
4707,Floyd,1993,9,9,18,41.7,-58.3,hurricane,1,65,990,NA,NA
4708,Floyd,1993,9,10,0,43.8,-53.9,hurricane,1,65,990,NA,NA
4709,Floyd,1993,9,10,6,45.4,-48.3,hurricane,1,65,990,NA,NA
4710,Floyd,1993,9,10,12,46.5,-42.5,hurricane,1,65,990,NA,NA
4743,Gert,1993,9,20,6,21.1,-95,hurricane,1,65,982,NA,NA
4744,Gert,1993,9,20,12,21.2,-95.9,hurricane,1,80,978,NA,NA
4745,Gert,1993,9,20,18,21.3,-97,hurricane,2,85,970,NA,NA
4746,Gert,1993,9,20,21,21.2,-97.5,hurricane,2,85,970,NA,NA
4747,Gert,1993,9,21,0,21.1,-98.3,hurricane,1,65,984,NA,NA
4759,Harvey,1993,9,20,18,35.6,-55.2,hurricane,1,65,990,NA,NA
4834,Chris,1994,8,18,6,14.5,-46.8,hurricane,1,65,987,NA,NA
4835,Chris,1994,8,18,12,15.2,-48,hurricane,1,65,987,NA,NA
4836,Chris,1994,8,18,18,16,-49.3,hurricane,1,65,987,NA,NA
4837,Chris,1994,8,19,0,17,-50.6,hurricane,1,70,985,NA,NA
4838,Chris,1994,8,19,6,18,-51.9,hurricane,1,70,979,NA,NA
4839,Chris,1994,8,19,12,19,-53.2,hurricane,1,70,979,NA,NA
4840,Chris,1994,8,19,18,20.1,-54.4,hurricane,1,70,980,NA,NA
4841,Chris,1994,8,20,0,21.3,-55.6,hurricane,1,65,984,NA,NA
4927,Florence,1994,11,4,18,28.1,-54,hurricane,1,65,990,NA,NA
4928,Florence,1994,11,5,0,28.8,-54.6,hurricane,1,65,987,NA,NA
4929,Florence,1994,11,5,6,29.4,-55.1,hurricane,1,65,986,NA,NA
4930,Florence,1994,11,5,12,30,-55.7,hurricane,1,70,984,NA,NA
4931,Florence,1994,11,5,18,30.6,-56.2,hurricane,1,75,981,NA,NA
4932,Florence,1994,11,6,0,31.3,-56.7,hurricane,1,75,980,NA,NA
4933,Florence,1994,11,6,6,32,-56.9,hurricane,1,75,980,NA,NA
4934,Florence,1994,11,6,12,32.6,-57,hurricane,1,75,980,NA,NA
4935,Florence,1994,11,6,18,33,-56.9,hurricane,1,65,982,NA,NA
4936,Florence,1994,11,7,0,33.3,-56.5,hurricane,1,65,982,NA,NA
4937,Florence,1994,11,7,6,33.7,-56,hurricane,1,70,981,NA,NA
4938,Florence,1994,11,7,12,34.4,-54.8,hurricane,1,80,975,NA,NA
4939,Florence,1994,11,7,18,35.4,-53.1,hurricane,2,90,972,NA,NA
4940,Florence,1994,11,8,0,37,-49.9,hurricane,2,95,972,NA,NA
4941,Florence,1994,11,8,6,39.2,-45.5,hurricane,2,95,974,NA,NA
4942,Florence,1994,11,8,12,41.8,-40.7,hurricane,2,85,977,NA,NA
4943,Florence,1994,11,8,18,44.2,-36.2,hurricane,1,75,982,NA,NA
4985,Gordon,1994,11,17,18,31.5,-74.8,hurricane,1,65,981,NA,NA
4986,Gordon,1994,11,18,0,33.1,-74.2,hurricane,1,75,980,NA,NA
4987,Gordon,1994,11,18,6,33.5,-74.7,hurricane,1,70,981,NA,NA
4988,Gordon,1994,11,18,12,33.7,-75.7,hurricane,1,70,984,NA,NA
5009,Allison,1995,6,4,12,24.7,-86.2,hurricane,1,65,987,NA,NA
5010,Allison,1995,6,4,18,26.2,-86.2,hurricane,1,65,988,NA,NA
5011,Allison,1995,6,5,0,27.6,-86.1,hurricane,1,65,988,NA,NA
5129,Erin,1995,8,1,0,23.6,-74.9,hurricane,1,70,992,NA,NA
5130,Erin,1995,8,1,6,24.3,-75.7,hurricane,1,75,988,NA,NA
5131,Erin,1995,8,1,12,25.5,-76.3,hurricane,1,75,985,NA,NA
5132,Erin,1995,8,1,18,26.3,-77.7,hurricane,1,75,980,NA,NA
5133,Erin,1995,8,2,0,26.9,-79,hurricane,1,75,982,NA,NA
5134,Erin,1995,8,2,6,27.7,-80.4,hurricane,1,75,985,NA,NA
5135,Erin,1995,8,2,6,27.7,-80.3,hurricane,1,75,984,NA,NA
5138,Erin,1995,8,3,0,28.8,-84.7,hurricane,1,65,985,NA,NA
5139,Erin,1995,8,3,6,29.3,-85.7,hurricane,1,70,979,NA,NA
5140,Erin,1995,8,3,12,29.8,-86.6,hurricane,1,80,974,NA,NA
5141,Erin,1995,8,3,13,30,-86.8,hurricane,2,85,973,NA,NA
5142,Erin,1995,8,3,16,30.3,-87.2,hurricane,1,75,973,NA,NA
5143,Erin,1995,8,3,18,30.6,-87.5,hurricane,1,65,985,NA,NA
5176,Felix,1995,8,11,0,18.9,-52.4,hurricane,1,65,987,NA,NA
5177,Felix,1995,8,11,6,19.6,-53.9,hurricane,1,70,980,NA,NA
5178,Felix,1995,8,11,12,20.4,-55.4,hurricane,1,80,972,NA,NA
5179,Felix,1995,8,11,18,21.3,-56.5,hurricane,2,90,965,NA,NA
5180,Felix,1995,8,12,0,22.1,-57.8,hurricane,3,100,955,NA,NA
5181,Felix,1995,8,12,6,22.9,-59,hurricane,3,110,943,NA,NA
5182,Felix,1995,8,12,12,23.6,-60.2,hurricane,4,115,932,NA,NA
5183,Felix,1995,8,12,18,24.3,-61,hurricane,4,120,929,NA,NA
5184,Felix,1995,8,13,0,25.1,-61.6,hurricane,4,115,930,NA,NA
5185,Felix,1995,8,13,6,25.9,-61.9,hurricane,3,105,937,NA,NA
5186,Felix,1995,8,13,12,26.6,-62.3,hurricane,3,100,942,NA,NA
5187,Felix,1995,8,13,18,27.4,-62.3,hurricane,2,95,947,NA,NA
5188,Felix,1995,8,14,0,28.2,-62.5,hurricane,2,90,948,NA,NA
5189,Felix,1995,8,14,6,29,-62.9,hurricane,1,80,954,NA,NA
5190,Felix,1995,8,14,12,29.9,-63.4,hurricane,1,80,962,NA,NA
5191,Felix,1995,8,14,18,30.7,-64.1,hurricane,1,75,962,NA,NA
5192,Felix,1995,8,15,0,31.3,-65.1,hurricane,1,75,962,NA,NA
5193,Felix,1995,8,15,6,31.9,-66.2,hurricane,1,75,964,NA,NA
5194,Felix,1995,8,15,12,32.5,-67.4,hurricane,1,70,968,NA,NA
5195,Felix,1995,8,15,18,33.1,-68.8,hurricane,1,70,965,NA,NA
5196,Felix,1995,8,16,0,33.5,-70.1,hurricane,1,70,963,NA,NA
5197,Felix,1995,8,16,6,34,-71.3,hurricane,1,70,966,NA,NA
5198,Felix,1995,8,16,12,34.6,-72.4,hurricane,1,70,968,NA,NA
5199,Felix,1995,8,16,18,34.8,-72.7,hurricane,1,70,970,NA,NA
5200,Felix,1995,8,17,0,35.3,-72.9,hurricane,1,65,968,NA,NA
5201,Felix,1995,8,17,6,35.6,-72.9,hurricane,1,65,971,NA,NA
5202,Felix,1995,8,17,12,36.1,-72.7,hurricane,1,65,972,NA,NA
5203,Felix,1995,8,17,18,36.5,-72.2,hurricane,1,65,973,NA,NA
5204,Felix,1995,8,18,0,36.8,-71.5,hurricane,1,65,973,NA,NA
5205,Felix,1995,8,18,6,37.1,-70.7,hurricane,1,65,971,NA,NA
5206,Felix,1995,8,18,12,37.1,-69.9,hurricane,1,65,970,NA,NA
5207,Felix,1995,8,18,18,36.9,-68.9,hurricane,1,70,971,NA,NA
5208,Felix,1995,8,19,0,36.6,-68.1,hurricane,1,70,970,NA,NA
5209,Felix,1995,8,19,6,36.1,-67.8,hurricane,1,70,970,NA,NA
5210,Felix,1995,8,19,12,35.7,-67.5,hurricane,1,70,971,NA,NA
5211,Felix,1995,8,19,18,35.4,-67.4,hurricane,1,70,973,NA,NA
5212,Felix,1995,8,20,0,35.1,-67.5,hurricane,1,65,976,NA,NA
5249,Humberto,1995,8,23,6,14.9,-38.3,hurricane,1,65,987,NA,NA
5250,Humberto,1995,8,23,12,15,-39.2,hurricane,1,70,985,NA,NA
5251,Humberto,1995,8,23,18,15.1,-40.3,hurricane,1,75,982,NA,NA
5252,Humberto,1995,8,24,0,15.2,-41,hurricane,1,80,975,NA,NA
5253,Humberto,1995,8,24,6,15.3,-41.9,hurricane,2,85,973,NA,NA
5254,Humberto,1995,8,24,12,15.4,-42.6,hurricane,2,90,971,NA,NA
5255,Humberto,1995,8,24,18,15.7,-43.2,hurricane,2,95,968,NA,NA
5256,Humberto,1995,8,25,0,16.1,-43.8,hurricane,2,90,970,NA,NA
5257,Humberto,1995,8,25,6,16.7,-44.4,hurricane,2,90,970,NA,NA
5258,Humberto,1995,8,25,12,17.6,-45.1,hurricane,2,90,970,NA,NA
5259,Humberto,1995,8,25,18,18.5,-45.9,hurricane,2,90,970,NA,NA
5260,Humberto,1995,8,26,0,19.4,-46.6,hurricane,2,90,970,NA,NA
5261,Humberto,1995,8,26,6,20,-47.2,hurricane,2,90,970,NA,NA
5262,Humberto,1995,8,26,12,20.6,-47.6,hurricane,2,85,972,NA,NA
5263,Humberto,1995,8,26,18,21.4,-48,hurricane,1,80,975,NA,NA
5264,Humberto,1995,8,27,0,22.2,-48.2,hurricane,1,80,980,NA,NA
5265,Humberto,1995,8,27,6,22.9,-48,hurricane,1,75,982,NA,NA
5266,Humberto,1995,8,27,12,24.1,-48.2,hurricane,1,70,984,NA,NA
5267,Humberto,1995,8,27,18,25.4,-48.4,hurricane,1,70,986,NA,NA
5268,Humberto,1995,8,28,0,26.4,-48.6,hurricane,1,65,992,NA,NA
5269,Humberto,1995,8,28,6,27.1,-48.8,hurricane,1,65,994,NA,NA
5270,Humberto,1995,8,28,12,27.7,-49.1,hurricane,1,65,991,NA,NA
5271,Humberto,1995,8,28,18,28.4,-49.3,hurricane,1,65,987,NA,NA
5272,Humberto,1995,8,29,0,29,-49.4,hurricane,1,65,985,NA,NA
5273,Humberto,1995,8,29,6,29.5,-49.4,hurricane,1,70,983,NA,NA
5274,Humberto,1995,8,29,12,30,-49.2,hurricane,1,75,981,NA,NA
5275,Humberto,1995,8,29,18,30.6,-48.9,hurricane,1,75,979,NA,NA
5276,Humberto,1995,8,30,0,31.3,-48.3,hurricane,1,80,978,NA,NA
5277,Humberto,1995,8,30,6,32.8,-47.1,hurricane,1,80,976,NA,NA
5278,Humberto,1995,8,30,12,34,-45.7,hurricane,1,80,974,NA,NA
5279,Humberto,1995,8,30,18,35.2,-44,hurricane,1,80,971,NA,NA
5280,Humberto,1995,8,31,0,36,-41.9,hurricane,1,80,970,NA,NA
5281,Humberto,1995,8,31,6,37.1,-40,hurricane,1,80,971,NA,NA
5282,Humberto,1995,8,31,12,38.3,-39,hurricane,1,70,985,NA,NA
5290,Iris,1995,8,23,18,15,-53.4,hurricane,1,75,991,NA,NA
5291,Iris,1995,8,24,0,15.2,-53.8,hurricane,1,70,992,NA,NA
5292,Iris,1995,8,24,6,15,-54.3,hurricane,1,70,992,NA,NA
5293,Iris,1995,8,24,12,14.8,-55.1,hurricane,1,65,992,NA,NA
5311,Iris,1995,8,28,18,20.4,-62.4,hurricane,1,65,983,NA,NA
5312,Iris,1995,8,29,0,21.3,-62.5,hurricane,1,70,981,NA,NA
5313,Iris,1995,8,29,6,22,-62.5,hurricane,1,80,974,NA,NA
5314,Iris,1995,8,29,12,22.6,-62.5,hurricane,1,75,973,NA,NA
5315,Iris,1995,8,29,18,23.1,-62.3,hurricane,1,70,975,NA,NA
5316,Iris,1995,8,30,0,23.6,-62.1,hurricane,1,70,976,NA,NA
5317,Iris,1995,8,30,6,23.8,-61.8,hurricane,1,70,977,NA,NA
5318,Iris,1995,8,30,12,24,-61.4,hurricane,1,75,972,NA,NA
5319,Iris,1995,8,30,18,24.2,-60.8,hurricane,1,75,971,NA,NA
5320,Iris,1995,8,31,0,24.5,-60.1,hurricane,1,75,971,NA,NA
5321,Iris,1995,8,31,6,24.7,-59.6,hurricane,1,75,971,NA,NA
5322,Iris,1995,8,31,12,24.9,-59.1,hurricane,1,75,971,NA,NA
5323,Iris,1995,8,31,18,25,-58.9,hurricane,2,85,968,NA,NA
5324,Iris,1995,9,1,0,25.2,-58.8,hurricane,2,90,967,NA,NA
5325,Iris,1995,9,1,6,25.5,-58.8,hurricane,2,95,965,NA,NA
5326,Iris,1995,9,1,12,25.6,-59,hurricane,2,90,967,NA,NA
5327,Iris,1995,9,1,18,25.7,-59.7,hurricane,2,85,969,NA,NA
5328,Iris,1995,9,2,0,26,-60.2,hurricane,2,85,971,NA,NA
5329,Iris,1995,9,2,6,26.6,-60.2,hurricane,2,85,973,NA,NA
5330,Iris,1995,9,2,12,27.8,-59.9,hurricane,1,80,978,NA,NA
5331,Iris,1995,9,2,18,29.1,-59.7,hurricane,1,75,983,NA,NA
5332,Iris,1995,9,3,0,31.3,-59,hurricane,1,75,982,NA,NA
5333,Iris,1995,9,3,6,34.2,-58.6,hurricane,1,75,982,NA,NA
5334,Iris,1995,9,3,12,36.9,-57.5,hurricane,1,75,982,NA,NA
5335,Iris,1995,9,3,18,39.2,-55.5,hurricane,1,70,985,NA,NA
5336,Iris,1995,9,4,0,41,-52.3,hurricane,1,65,987,NA,NA
5414,Luis,1995,8,31,6,14.3,-38.8,hurricane,1,75,992,NA,NA
5415,Luis,1995,8,31,12,14.6,-39.7,hurricane,1,80,979,NA,NA
5416,Luis,1995,8,31,18,15,-40.7,hurricane,2,90,971,NA,NA
5417,Luis,1995,9,1,0,15.4,-41.7,hurricane,3,100,965,NA,NA
5418,Luis,1995,9,1,6,15.8,-42.6,hurricane,3,105,958,NA,NA
5419,Luis,1995,9,1,12,16.2,-43.6,hurricane,4,115,950,NA,NA
5420,Luis,1995,9,1,18,16.5,-44.7,hurricane,4,115,948,NA,NA
5421,Luis,1995,9,2,0,16.8,-45.8,hurricane,4,115,948,NA,NA
5422,Luis,1995,9,2,6,17,-46.9,hurricane,4,115,948,NA,NA
5423,Luis,1995,9,2,12,17.2,-48,hurricane,4,120,948,NA,NA
5424,Luis,1995,9,2,18,17.3,-49.2,hurricane,4,120,948,NA,NA
5425,Luis,1995,9,3,0,17.3,-50.5,hurricane,4,120,948,NA,NA
5426,Luis,1995,9,3,6,17.4,-51.8,hurricane,4,120,948,NA,NA
5427,Luis,1995,9,3,12,17.3,-53.1,hurricane,4,120,948,NA,NA
5428,Luis,1995,9,3,18,17.3,-54.3,hurricane,4,125,945,NA,NA
5429,Luis,1995,9,4,0,17.1,-55.6,hurricane,4,125,942,NA,NA
5430,Luis,1995,9,4,6,17,-56.8,hurricane,4,130,940,NA,NA
5431,Luis,1995,9,4,12,17,-58,hurricane,4,130,945,NA,NA
5432,Luis,1995,9,4,18,17,-59.1,hurricane,4,125,943,NA,NA
5433,Luis,1995,9,5,0,17.1,-60.1,hurricane,4,125,940,NA,NA
5434,Luis,1995,9,5,6,17.3,-61,hurricane,4,120,939,NA,NA
5435,Luis,1995,9,5,12,17.5,-61.7,hurricane,4,115,945,NA,NA
5436,Luis,1995,9,5,18,18,-62.4,hurricane,4,115,944,NA,NA
5437,Luis,1995,9,6,0,18.4,-63,hurricane,4,115,942,NA,NA
5438,Luis,1995,9,6,6,18.9,-63.6,hurricane,4,120,939,NA,NA
5439,Luis,1995,9,6,12,19.4,-64.2,hurricane,4,120,943,NA,NA
5440,Luis,1995,9,6,18,20.1,-64.9,hurricane,4,125,940,NA,NA
5441,Luis,1995,9,7,0,20.7,-65.4,hurricane,4,125,938,NA,NA
5442,Luis,1995,9,7,6,21.3,-66,hurricane,4,120,936,NA,NA
5443,Luis,1995,9,7,12,22,-66.6,hurricane,4,115,941,NA,NA
5444,Luis,1995,9,7,18,22.8,-67.2,hurricane,4,115,938,NA,NA
5445,Luis,1995,9,8,0,24.3,-68,hurricane,4,115,935,NA,NA
5446,Luis,1995,9,8,6,25.8,-68.8,hurricane,4,115,939,NA,NA
5447,Luis,1995,9,8,12,26.4,-69.3,hurricane,3,110,941,NA,NA
5448,Luis,1995,9,8,18,26.5,-69.5,hurricane,3,105,944,NA,NA
5449,Luis,1995,9,9,0,27.1,-69.8,hurricane,3,100,945,NA,NA
5450,Luis,1995,9,9,6,29.1,-69.5,hurricane,2,95,949,NA,NA
5451,Luis,1995,9,9,12,31,-69.1,hurricane,2,90,952,NA,NA
5452,Luis,1995,9,9,18,32.7,-68.6,hurricane,2,85,955,NA,NA
5453,Luis,1995,9,10,0,34.5,-67.2,hurricane,2,85,959,NA,NA
5454,Luis,1995,9,10,6,36.5,-65.4,hurricane,2,85,963,NA,NA
5455,Luis,1995,9,10,12,38.4,-63.7,hurricane,2,85,961,NA,NA
5487,Marilyn,1995,9,14,0,13,-57.7,hurricane,1,65,988,NA,NA
5488,Marilyn,1995,9,14,6,13.5,-58.8,hurricane,1,70,987,NA,NA
5489,Marilyn,1995,9,14,12,14.2,-59.8,hurricane,1,70,986,NA,NA
5490,Marilyn,1995,9,14,18,15,-60.8,hurricane,1,70,983,NA,NA
5491,Marilyn,1995,9,14,21,15.5,-61.3,hurricane,1,70,984,NA,NA
5492,Marilyn,1995,9,15,0,15.8,-61.7,hurricane,1,75,985,NA,NA
5493,Marilyn,1995,9,15,6,16.5,-62.8,hurricane,1,80,977,NA,NA
5494,Marilyn,1995,9,15,12,16.8,-63.5,hurricane,1,80,974,NA,NA
5495,Marilyn,1995,9,15,18,17.4,-64.2,hurricane,2,85,969,NA,NA
5496,Marilyn,1995,9,16,0,17.9,-64.7,hurricane,2,90,962,NA,NA
5497,Marilyn,1995,9,16,6,18.5,-65.2,hurricane,2,95,952,NA,NA
5498,Marilyn,1995,9,16,12,19,-65.8,hurricane,2,95,951,NA,NA
5499,Marilyn,1995,9,16,18,19.7,-66.4,hurricane,3,100,950,NA,NA
5500,Marilyn,1995,9,17,0,20.4,-67,hurricane,3,100,950,NA,NA
5501,Marilyn,1995,9,17,3,20.7,-67.1,hurricane,3,100,949,NA,NA
5502,Marilyn,1995,9,17,6,21.2,-67.5,hurricane,2,95,953,NA,NA
5503,Marilyn,1995,9,17,12,22,-68.2,hurricane,1,80,965,NA,NA
5504,Marilyn,1995,9,17,18,22.9,-68.8,hurricane,1,80,968,NA,NA
5505,Marilyn,1995,9,18,0,24,-69.1,hurricane,2,85,963,NA,NA
5506,Marilyn,1995,9,18,6,25,-69.4,hurricane,2,85,965,NA,NA
5507,Marilyn,1995,9,18,12,26.1,-69.5,hurricane,2,85,966,NA,NA
5508,Marilyn,1995,9,18,18,27.2,-69.3,hurricane,1,80,966,NA,NA
5509,Marilyn,1995,9,19,0,28.4,-69,hurricane,1,80,969,NA,NA
5510,Marilyn,1995,9,19,6,29.6,-68.6,hurricane,1,75,970,NA,NA
5511,Marilyn,1995,9,19,12,31,-68.2,hurricane,1,75,976,NA,NA
5512,Marilyn,1995,9,19,18,32.6,-67.7,hurricane,1,80,974,NA,NA
5513,Marilyn,1995,9,20,0,34.2,-66.8,hurricane,1,80,974,NA,NA
5514,Marilyn,1995,9,20,6,35.8,-66.1,hurricane,1,75,976,NA,NA
5515,Marilyn,1995,9,20,12,37.3,-65.2,hurricane,1,70,978,NA,NA
5516,Marilyn,1995,9,20,18,38.3,-64.3,hurricane,1,70,980,NA,NA
5517,Marilyn,1995,9,21,0,39,-63.3,hurricane,1,65,982,NA,NA
5518,Marilyn,1995,9,21,6,39.3,-61.9,hurricane,1,65,984,NA,NA
5519,Marilyn,1995,9,21,12,39.4,-60.6,hurricane,1,65,987,NA,NA
5569,Noel,1995,9,28,18,15.2,-42.6,hurricane,1,65,987,NA,NA
5570,Noel,1995,9,29,0,15.9,-42.6,hurricane,1,65,987,NA,NA
5571,Noel,1995,9,29,6,16.5,-42.2,hurricane,1,65,987,NA,NA
5572,Noel,1995,9,29,12,17.4,-41.9,hurricane,1,65,987,NA,NA
5573,Noel,1995,9,29,18,18.2,-41.2,hurricane,1,65,987,NA,NA
5574,Noel,1995,9,30,0,18.9,-40.6,hurricane,1,65,987,NA,NA
5575,Noel,1995,9,30,6,19.4,-40.3,hurricane,1,65,987,NA,NA
5594,Noel,1995,10,5,0,31.9,-42.7,hurricane,1,65,987,NA,NA
5595,Noel,1995,10,5,6,32.2,-42.3,hurricane,1,65,987,NA,NA
5596,Noel,1995,10,5,12,32.4,-41.5,hurricane,1,65,987,NA,NA
5597,Noel,1995,10,5,18,32.4,-40.5,hurricane,1,65,987,NA,NA
5625,Opal,1995,10,2,12,21,-92.3,hurricane,1,65,973,NA,NA
5626,Opal,1995,10,2,18,21.2,-92.3,hurricane,1,65,972,NA,NA
5627,Opal,1995,10,3,0,21.7,-92.2,hurricane,1,70,970,NA,NA
5628,Opal,1995,10,3,6,22.2,-92,hurricane,1,75,969,NA,NA
5629,Opal,1995,10,3,12,22.8,-91.6,hurricane,1,80,968,NA,NA
5630,Opal,1995,10,3,18,23.5,-91,hurricane,2,85,965,NA,NA
5631,Opal,1995,10,4,0,24.5,-90.1,hurricane,3,100,953,NA,NA
5632,Opal,1995,10,4,6,25.9,-89.4,hurricane,3,110,935,NA,NA
5633,Opal,1995,10,4,10,26.6,-88.8,hurricane,4,130,916,NA,NA
5634,Opal,1995,10,4,12,27.3,-88.5,hurricane,4,130,919,NA,NA
5635,Opal,1995,10,4,18,29,-87.7,hurricane,3,110,938,NA,NA
5636,Opal,1995,10,4,22,30.3,-87.1,hurricane,3,100,942,NA,NA
5637,Opal,1995,10,5,0,31,-86.8,hurricane,1,80,950,NA,NA
5671,Roxanne,1995,10,10,6,19.2,-84.3,hurricane,1,70,985,NA,NA
5672,Roxanne,1995,10,10,12,19.4,-85,hurricane,1,80,972,NA,NA
5673,Roxanne,1995,10,10,18,19.9,-86,hurricane,2,95,966,NA,NA
5674,Roxanne,1995,10,10,21,20,-86.7,hurricane,3,100,956,NA,NA
5675,Roxanne,1995,10,11,0,20,-87,hurricane,3,100,958,NA,NA
5676,Roxanne,1995,10,11,2,20,-87.6,hurricane,3,100,958,NA,NA
5677,Roxanne,1995,10,11,6,20,-88.1,hurricane,2,90,970,NA,NA
5678,Roxanne,1995,10,11,12,19.9,-89.1,hurricane,1,75,983,NA,NA
5679,Roxanne,1995,10,11,18,19.7,-90,hurricane,1,70,987,NA,NA
5680,Roxanne,1995,10,12,0,19.5,-90.8,hurricane,1,65,990,NA,NA
5681,Roxanne,1995,10,12,6,19.5,-91.5,hurricane,1,65,992,NA,NA
5690,Roxanne,1995,10,14,12,22.3,-93.8,hurricane,1,65,980,NA,NA
5691,Roxanne,1995,10,14,18,22.3,-93.3,hurricane,1,70,980,NA,NA
5692,Roxanne,1995,10,15,0,21.8,-92.9,hurricane,1,70,979,NA,NA
5693,Roxanne,1995,10,15,6,21.4,-92.4,hurricane,1,75,979,NA,NA
5694,Roxanne,1995,10,15,12,21,-91.9,hurricane,1,75,980,NA,NA
5695,Roxanne,1995,10,15,18,20.6,-91.6,hurricane,1,75,980,NA,NA
5696,Roxanne,1995,10,16,0,20.4,-91.5,hurricane,1,75,981,NA,NA
5697,Roxanne,1995,10,16,6,20.3,-91.7,hurricane,1,70,984,NA,NA
5698,Roxanne,1995,10,16,12,20.3,-92,hurricane,1,65,985,NA,NA
5699,Roxanne,1995,10,16,18,20.4,-92.2,hurricane,1,65,987,NA,NA
5700,Roxanne,1995,10,17,0,20.6,-92.4,hurricane,1,65,991,NA,NA
5746,Tanya,1995,10,29,12,30.5,-54.9,hurricane,1,65,983,NA,NA
5747,Tanya,1995,10,29,18,31.2,-55.3,hurricane,1,70,982,NA,NA
5748,Tanya,1995,10,30,0,31.8,-54.8,hurricane,1,70,980,NA,NA
5749,Tanya,1995,10,30,6,32.6,-54.2,hurricane,1,70,980,NA,NA
5750,Tanya,1995,10,30,12,33.1,-53.4,hurricane,1,70,979,NA,NA
5751,Tanya,1995,10,30,18,33.8,-51.8,hurricane,1,75,977,NA,NA
5752,Tanya,1995,10,31,0,34.6,-50.1,hurricane,1,75,975,NA,NA
5753,Tanya,1995,10,31,6,35.4,-48.3,hurricane,1,75,972,NA,NA
5754,Tanya,1995,10,31,12,36.2,-45.8,hurricane,1,75,973,NA,NA
5755,Tanya,1995,10,31,18,37.1,-43.2,hurricane,1,75,973,NA,NA
5756,Tanya,1995,11,1,0,37.8,-40.4,hurricane,1,70,974,NA,NA
5757,Tanya,1995,11,1,6,37.7,-37.9,hurricane,1,65,974,NA,NA
5798,Bertha,1996,7,7,18,16.5,-58.4,hurricane,1,70,992,NA,NA
5799,Bertha,1996,7,8,0,17,-60.1,hurricane,1,75,988,NA,NA
5800,Bertha,1996,7,8,6,17.5,-61.8,hurricane,1,75,985,NA,NA
5801,Bertha,1996,7,8,12,18,-63.5,hurricane,1,70,983,NA,NA
5802,Bertha,1996,7,8,18,18.6,-64.9,hurricane,1,75,978,NA,NA
5803,Bertha,1996,7,9,0,19.4,-66.1,hurricane,1,80,970,NA,NA
5804,Bertha,1996,7,9,6,20.3,-67.7,hurricane,3,100,960,NA,NA
5805,Bertha,1996,7,9,12,21.4,-69.4,hurricane,3,100,965,NA,NA
5806,Bertha,1996,7,9,18,22.5,-71.1,hurricane,2,90,967,NA,NA
5807,Bertha,1996,7,10,0,23.6,-72.6,hurricane,2,85,969,NA,NA
5808,Bertha,1996,7,10,6,24.5,-74,hurricane,1,80,971,NA,NA
5809,Bertha,1996,7,10,12,25.4,-75.3,hurricane,1,80,968,NA,NA
5810,Bertha,1996,7,10,18,26.4,-75.8,hurricane,1,80,966,NA,NA
5811,Bertha,1996,7,11,0,27.5,-76.4,hurricane,1,75,968,NA,NA
5812,Bertha,1996,7,11,6,28.3,-76.8,hurricane,1,75,972,NA,NA
5813,Bertha,1996,7,11,12,29.2,-77.5,hurricane,1,75,977,NA,NA
5814,Bertha,1996,7,11,18,30,-78,hurricane,1,70,980,NA,NA
5815,Bertha,1996,7,12,0,30.7,-78.3,hurricane,1,70,982,NA,NA
5816,Bertha,1996,7,12,6,31.2,-78.6,hurricane,1,70,984,NA,NA
5817,Bertha,1996,7,12,12,32.2,-78.4,hurricane,2,85,975,NA,NA
5818,Bertha,1996,7,12,18,33.6,-78.1,hurricane,2,90,974,NA,NA
5819,Bertha,1996,7,12,20,34.3,-77.8,hurricane,2,90,974,NA,NA
5820,Bertha,1996,7,13,0,35,-77.6,hurricane,1,65,993,NA,NA
5849,Cesar,1996,7,27,12,11.6,-79.5,hurricane,1,70,992,NA,NA
5850,Cesar,1996,7,27,18,11.8,-81,hurricane,1,65,994,NA,NA
5851,Cesar,1996,7,28,0,12,-82.6,hurricane,1,70,992,NA,NA
5852,Cesar,1996,7,28,4,12.2,-83.9,hurricane,1,75,985,NA,NA
